state_name,district_name,block_tehsil_name,village_name,s_no_of_scheme,ref_scheme_type_surface_flow_name,ref_scheme_type_surface_lift_name,ref_scheme_owner_name,total_owners_holding,ref_scheme_owner_social_status_name,gender_name,commissioning_period_display,scheme_construction_cost,scheme_machinery_cost,scheme_maintainence_cost,finance_source_name,finance_source_name2,construction_subsidy,machinery_subsidy,scheme_status_name,not_in_use_years,scheme_status_reason_temporarily_name,scheme_status_reason_permanently_name,water_distribution_method_name,lifting_device_type_name,lifting_device_enrgy_source_name,horse_power_of_lifting_device,pump_operating_days_kharif_season,pump_operating_days_rabi_season,pump_operating_days_perennial_season,pump_operating_days_other_season,avg_pumping_per_day_kharif_season,avg_pumping_per_day_rabi_season,avg_pumping_per_day_perennial_season,avg_pumping_per_day_other_season,ref_selection_id_located_in_major_medium_scheme_name,command_area_name,ref_reason_command_area_name,ref_scheme_recharge_of_ground_water_name,culturable_command_area,ipc_kharif_season,ipc_rabi_season,ipc_perennial_season,ipc_other_season,ipc_total,ipu_kharif_season,ipu_rabi_season,ipu_perennial_season,ipu_other_season,ipu_total,ref_selection_id_under_utilisation_name,ref_reason_for_under_utilisation_name,scheme_designed_storage,ref_filled_up_storage_name,ref_filled_up_storage_space_name,villages_covered,s_no_scheme_within_village_in_water_body,total_no_of_schemes_in_village_above_water_body
RAJASTHAN,KARAULI,SAPOTRA,SONPURA,1,NA,On Tanks/Ponds/Reservoirs/check dams,Others,NA,NA,NA,Up to 2013-2014,80000,10000,10000,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,8,0,30,0,0,NA,6,NA,NA,Yes,NA,NA,No,4,0,4,0,0,4,0,4,0,0,4,Yes,Storage not filled up fully,16500,Upto 1/4,Rarely filled up,1,NA,NA
RAJASTHAN,KARAULI,SAPOTRA,NIBHAIRA,12,NA,Others,Others,NA,NA,NA,Up to 2013-2014,15000,12000,1000,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,20,0,0,NA,6,NA,NA,Yes,NA,NA,No,1.8,0,1.8,0,0,1.8,0,1.8,0,0,1.8,No,NA,NA,NA,NA,1,12,0
RAJASTHAN,KARAULI,SAPOTRA,NIBHAIRA,13,NA,Others,Others,NA,NA,NA,Up to 2013-2014,18000,12000,1100,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,20,0,0,NA,7,NA,NA,Yes,NA,NA,No,2,0,2,0,0,2,0,2,0,0,2,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,KARAULI,SAPOTRA,NIBHAIRA,14,NA,Others,Others,NA,NA,NA,Up to 2013-2014,17000,15000,1600,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,25,0,0,NA,7,NA,NA,Yes,NA,NA,No,1.8,0,1.8,0,0,1.8,0,1.8,0,0,1.8,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,KARAULI,SAPOTRA,NIBHAIRA,21,NA,Others,Others,NA,NA,NA,Up to 2013-2014,18000,15000,12000,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,25,0,0,NA,6,NA,NA,Yes,NA,NA,No,1.8,0,1.8,0,0,1.8,0,1.8,0,0,1.8,No,NA,NA,NA,NA,1,21,0
RAJASTHAN,KARAULI,SAPOTRA,PATI PURA,1,NA,On Tanks/Ponds/Reservoirs/check dams,Others,NA,NA,NA,Up to 2013-2014,80000,100000,10000,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,8,0,35,0,0,NA,6,NA,NA,Yes,NA,NA,No,4,0,4,0,0,4,0,4,0,0,4,Yes,Storage not filled up fully,22000,Upto 1/4,Rarely filled up,1,0,0
RAJASTHAN,KARAULI,SAPOTRA,NIBHAIRA,15,NA,Others,Others,NA,NA,NA,Up to 2013-2014,15000,15000,1200,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,25,0,0,NA,7,NA,NA,Yes,NA,NA,No,1.8,0,1.8,0,0,1.8,0,1.8,0,0,1.8,No,NA,NA,NA,NA,1,15,0
RAJASTHAN,KARAULI,SAPOTRA,NIBHAIRA,18,NA,Others,Others,NA,NA,NA,Up to 2013-2014,19000,15000,1000,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,20,0,0,NA,6,NA,NA,Yes,NA,NA,No,1.8,0,1.8,0,0,1.8,0,1.8,0,0,1.8,No,NA,NA,NA,NA,1,18,0
RAJASTHAN,KARAULI,SAPOTRA,NIBHAIRA,16,NA,Others,Others,NA,NA,NA,Up to 2013-2014,18000,12000,1400,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,25,0,0,NA,6,NA,NA,Yes,NA,NA,No,1.8,0,1.8,0,0,1.8,0,1.8,0,0,1.8,No,NA,NA,NA,NA,1,16,0
RAJASTHAN,KARAULI,SAPOTRA,NIBHAIRA,17,NA,Others,Others,NA,NA,NA,Up to 2013-2014,18000,15000,1200,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,25,0,0,NA,6,NA,NA,Yes,NA,NA,No,2,0,2,0,0,2,0,2,0,0,2,No,NA,NA,NA,NA,1,17,0
RAJASTHAN,KARAULI,SAPOTRA,NIBHAIRA,20,NA,Others,Others,NA,NA,NA,Up to 2013-2014,17000,12000,1000,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,20,0,0,NA,6,NA,NA,Yes,NA,NA,No,1.9,0,1.9,0,0,1.9,0,1.9,0,0,1.9,No,NA,NA,NA,NA,1,20,0
RAJASTHAN,KARAULI,SAPOTRA,NIBHAIRA,22,NA,Others,Others,NA,NA,NA,Up to 2013-2014,19000,12000,1500,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,25,0,0,NA,6,NA,NA,Yes,NA,NA,No,2.6,0,2.6,0,0,2.6,0,2.6,0,0,2.6,No,NA,NA,NA,NA,1,21,0
RAJASTHAN,JAIPUR,AMER,GHATWARA,1,NA,On-drain/canal,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,115000,20000,0,NA,NA,5000,1000,Permanently Not in use,2,NA,Dried up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,AJMER,TANTOTI,PEEPROLI,2,NA,On-Stream,Owned by individual farmer,3,Others,Male,During 2014-2015,45000,40000,0,Own savings,NA,0,0,Permanently Not in use,3,NA,Dried up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,3,1,2,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,1,2,0
RAJASTHAN,AJMER,TANTOTI,PEEPROLI,3,NA,On-Stream,Owned by individual farmer,3,Others,Male,During 2015-2016,45000,40000,0,Others,NA,0,0,Permanently Not in use,3,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,3,1,3,0,0,4,0,0,0,0,NA,NA,NA,NA,NA,NA,1,4,0
RAJASTHAN,PALI,SOJAT,DHUDHA LAAMBODI,231,NA,On-drain/canal,Owned by individual farmer,1.14,OBC,Female,Up to 2013-2014,0,0,0,Government fund,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,1.14,0,1.14,0,0,1.14,0,1.14,0,0,1.14,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,CHITTORGARH,CHITTORGARH,SAKALKHEDA,1,NA,On-drain/canal,Govt. Owned,NA,NA,NA,During 2017-2018,5000,50000,2,NA,NA,2,50000,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,12,0,12,0,0,12,0,12,0,0,12,No,NA,NA,NA,NA,1,NA,0
RAJASTHAN,BARAN,SHAHBAD,BEELAMPUR,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,84000,0,NA,NA,0,63000,In-Use,NA,NA,NA,Surface pipe,Others,Diesel,10,0,116,0,0,NA,12,NA,NA,Yes,NA,NA,No,104,0,104,0,0,104,0,104,0,0,104,No,NA,NA,NA,NA,1,1,21
RAJASTHAN,BARAN,SHAHBAD,BHANPURA,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,450000,0,NA,NA,0,70000,In-Use,NA,NA,NA,Surface pipe,Others,Diesel,8,0,112,0,0,NA,11,NA,NA,Yes,NA,NA,No,31,0,31,0,0,31,0,31,0,0,31,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BARAN,SHAHBAD,GHOGHRA,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,100000,0,NA,NA,0,10000,In-Use,NA,NA,NA,Surface pipe,Others,Electric,10,0,110,0,0,NA,8,NA,NA,Yes,NA,NA,No,6,0,6,0,0,6,0,6,0,0,6,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BARAN,SHAHBAD,GHOGHRA,2,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,100000,0,NA,NA,0,10000,In-Use,NA,NA,NA,Surface pipe,Others,Electric,10,0,110,0,0,NA,8,NA,NA,Yes,NA,NA,No,6,0,6,0,0,6,0,6,0,0,6,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BARAN,SHAHBAD,MANDI SAMARSINGAA,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,300000,0,NA,NA,0,52000,In-Use,NA,NA,NA,Surface pipe,Others,Diesel,10,0,105,0,0,NA,8,NA,NA,Yes,NA,NA,No,27,0,27,0,0,27,0,27,0,0,27,No,NA,NA,NA,NA,1,0,NA
RAJASTHAN,BARAN,SHAHBAD,REJHOL,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,200000,0,NA,NA,0,5500,In-Use,NA,NA,NA,Surface pipe,Others,Diesel,8,0,115,0,0,NA,8,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BARAN,SHAHBAD,SAHROLE TALETI,1,NA,On Tanks/Ponds/Reservoirs/check dams,Panchayat Owned,NA,NA,NA,Up to 2013-2014,200000,250000,0,NA,NA,0,200000,In-Use,NA,NA,NA,Surface pipe,Others,Diesel,10,0,120,0,0,NA,8,NA,NA,Yes,NA,NA,No,300,0,300,0,0,300,0,300,0,0,300,No,NA,1800,Full,Usually filled up,1,0,0
RAJASTHAN,BARAN,SHAHBAD,TANDA AHIRAAN,2,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,340000,0,NA,NA,0,60000,In-Use,NA,NA,NA,Surface pipe,Others,Diesel,8,0,108,0,0,NA,11,NA,NA,Yes,NA,NA,No,18.1,0,18.1,0,0,18.1,0,18.1,0,0,18.1,No,NA,NA,NA,NA,1,2,8
RAJASTHAN,BARAN,SHAHBAD,UNCHA PAATHAR,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,360000,0,NA,NA,0,63000,In-Use,NA,NA,NA,Surface pipe,Others,Diesel,8,0,108,0,0,NA,10,NA,NA,Yes,NA,NA,No,17,0,17,0,0,17,0,17,0,0,17,No,NA,NA,NA,NA,1,0,0
RAJASTHAN,BHILWARA,BANERA,SALRIYA KALA,1,NA,On-drain/canal,Others,NA,NA,NA,Up to 2013-2014,100000,0,0,NA,NA,0,0,Temporarily Not in use,2,Storage not filled up fully,NA,Sprinkler,Submersible pump,Diesel,5,0,6,0,0,NA,1,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,0,0,0,0,NA,NA,NA,NA,NA,2,1,1
RAJASTHAN,BHILWARA,BANERA,UPREDA,3,NA,On-River,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,65000,0,0,NA,NA,0,0,Temporarily Not in use,2,Less discharge of water,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Diesel,5,0,0,0,0,NA,NA,NA,NA,Yes,NA,NA,No,23,23,23,0,0,46,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,1
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,BHANWARKI,4,NA,Others,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,60000,25000,10000,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,8,0,20,0,0,NA,6,0,NA,Yes,NA,NA,No,3.75,0,3.75,0,0,3.75,0,3.75,0,0,3.75,No,NA,NA,NA,NA,1,NA,NA
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,BHANWARKI,9,NA,On Tanks/Ponds/Reservoirs/check dams,Others,NA,NA,NA,During 2015-2016,85000,32000,12000,NA,NA,0,8000,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,8,0,25,0,0,NA,6,NA,NA,Yes,NA,NA,No,3.5,0,3.5,0,0,3.5,0,3.5,0,0,3.5,No,NA,1600,Full,Usually filled up,1,NA,NA
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,BHANWARKI,10,NA,On Tanks/Ponds/Reservoirs/check dams,Others,NA,NA,NA,During 2015-2016,80000,30000,13000,NA,NA,0,8000,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,8,0,22,0,0,NA,6,NA,NA,Yes,NA,NA,No,4.5,0,4.5,0,0,4.5,0,4.5,0,0,4.5,No,NA,1600,Full,Usually filled up,1,NA,NA
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,BHANWARKI,11,NA,On Tanks/Ponds/Reservoirs/check dams,Others,NA,NA,NA,Up to 2013-2014,60000,25000,13000,NA,NA,0,8000,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,8,0,22,0,0,NA,6,NA,NA,Yes,NA,NA,No,3,0,3,0,0,3,0,3,0,0,3,No,NA,1600,Full,Usually filled up,1,NA,NA
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,BHANWARKI,12,NA,On Tanks/Ponds/Reservoirs/check dams,Others,NA,NA,NA,During 2015-2016,95000,32000,12000,NA,NA,40000,8000,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,8,0,25,0,0,NA,6,NA,NA,Yes,NA,NA,No,4,0,4,0,0,4,0,4,0,0,4,No,NA,1600,Full,Usually filled up,1,NA,NA
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,BHANWARKI,13,NA,On Tanks/Ponds/Reservoirs/check dams,Others,NA,NA,NA,During 2015-2016,95000,32000,13000,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,8,0,20,0,0,NA,6,NA,NA,Yes,NA,NA,No,3.6,0,3.6,0,0,3.6,0,3.6,0,0,3.6,No,NA,1600,Full,Usually filled up,1,NA,NA
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,BHANWARKI,17,NA,On Tanks/Ponds/Reservoirs/check dams,Others,NA,NA,NA,During 2015-2016,85000,30000,10000,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,8,0,20,0,0,NA,6,NA,NA,Yes,NA,NA,No,2.75,0,2.75,0,0,2.75,0,2.75,0,0,2.75,No,NA,1600,Upto 3/4,Rarely filled up,1,NA,NA
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,BHANWARKI,18,NA,On Tanks/Ponds/Reservoirs/check dams,Others,NA,NA,NA,During 2015-2016,80000,32000,8000,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,8,0,20,0,0,NA,6,NA,NA,Yes,NA,NA,No,3.25,0,3.25,0,0,3.25,0,3.25,0,0,3.25,No,NA,1600,Full,Usually filled up,1,NA,NA
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,BHANWARKI,14,NA,On Tanks/Ponds/Reservoirs/check dams,Others,NA,NA,NA,During 2015-2016,90000,30000,10000,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,8,0,25,0,0,NA,6,NA,NA,Yes,NA,NA,No,3,0,3,0,0,3,0,3,0,0,3,No,NA,1600,Full,Usually filled up,1,NA,NA
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,BHANWARKI,16,NA,On Tanks/Ponds/Reservoirs/check dams,Others,NA,NA,NA,During 2015-2016,90000,32000,12000,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,8,0,20,0,0,NA,6,NA,NA,Yes,NA,NA,No,2.25,0,2.25,0,0,2.25,0,2.25,0,0,2.25,No,NA,1600,Full,Usually filled up,1,NA,NA
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,BHANWARKI,19,NA,On Tanks/Ponds/Reservoirs/check dams,Others,NA,NA,NA,During 2015-2016,85000,32000,8000,NA,NA,40000,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,8,0,15,0,0,NA,6,NA,NA,Yes,NA,NA,No,4.1,0,4.1,0,0,4.1,0,4.1,0,0,4.1,No,NA,1600,Full,Usually filled up,1,NA,NA
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,BHANWARKI,20,NA,On Tanks/Ponds/Reservoirs/check dams,Others,NA,NA,NA,During 2015-2016,90000,35000,10000,NA,NA,40000,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,8,0,16,0,0,NA,6,0,NA,Yes,NA,NA,No,3,0,3,0,0,3,0,3,0,0,3,No,NA,1600,Full,Usually filled up,1,NA,NA
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,BHANWARKI,21,NA,On Tanks/Ponds/Reservoirs/check dams,Others,NA,NA,NA,During 2015-2016,90000,35000,8000,NA,NA,4000,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,8,0,15,0,0,NA,6,0,NA,Yes,NA,NA,No,2,0,2,0,0,2,0,2,0,0,2,No,NA,1600,Full,Usually filled up,1,NA,NA
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,BHANWARKI,22,NA,On Tanks/Ponds/Reservoirs/check dams,Others,NA,NA,NA,During 2015-2016,85000,30000,8000,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,8,0,15,0,0,NA,6,0,NA,Yes,NA,NA,No,3,0,3,0,0,3,0,3,0,0,3,No,NA,1600,Full,Usually filled up,1,NA,NA
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,1,NA,On-Stream,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,36000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,36,0,0,NA,8,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,NA,NA,NA,1,1,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,2,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,40000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,38,0,0,NA,8,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,64000,Full,Usually filled up,1,2,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,4,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,38000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,38,0,0,NA,8,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,64000,Full,Usually filled up,1,4,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,5,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,36000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,38,0,0,NA,8,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,64000,Full,Usually filled up,1,5,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,3,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,39000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,36,0,0,NA,8,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,54000,Full,Usually filled up,1,3,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,6,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,35000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,37,0,0,NA,8,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,64000,Full,Usually filled up,1,6,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,7,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,36000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,36,0,0,NA,8,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,64000,Full,Usually filled up,1,7,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,8,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,37000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,38,0,0,NA,8,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,64000,Full,Usually filled up,1,8,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,9,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,38000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,37,0,0,NA,7,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,64000,Full,Usually filled up,1,9,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,10,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,39000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,38,0,0,NA,8,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,64000,Full,Usually filled up,1,10,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,11,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,37000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,37,0,0,NA,9,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,64000,Full,Usually filled up,1,11,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,12,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,30000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,36,0,0,NA,8,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,64000,Full,Usually filled up,1,12,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,13,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,37000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,38,0,0,NA,7,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,64000,Full,Usually filled up,1,13,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,14,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,38000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,37,0,0,NA,8,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,64000,Full,Usually filled up,1,14,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,15,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,37000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,36,0,0,NA,7,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,64000,Full,Usually filled up,1,15,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,16,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,36000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,35,0,0,NA,8,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,64000,Full,Usually filled up,1,16,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,17,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,37000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,36,0,0,NA,9,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,64000,Full,Usually filled up,1,17,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,18,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,36000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,37,0,0,NA,8,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,64000,Full,Usually filled up,1,18,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,19,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,37000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,38,0,0,NA,8,NA,NA,Yes,NA,NA,No,5,0,5,0,0,5,0,5,0,0,5,No,NA,64000,Full,Usually filled up,1,19,20
RAJASTHAN,SAWAI MADHOPUR,BONLI,KODYAEE,20,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,120000,36000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Diesel,8,0,39,0,0,NA,8,NA,NA,Yes,NA,NA,No,6,0,6,0,0,6,0,6,0,0,6,No,NA,64000,Full,Usually filled up,1,20,20
